( weat_0027 "The weather at 3 P.M., on Friday March 27.  outlook freezing drizzle, 98 degrees, winds, South East 28 miles per hour." )
( weat_0028 "The weather at 4 A.M., on Saturday April 28.  outlook fair, 101 degrees, winds, , South West 29 miles per hour with gusts to 34 miles per hour." )
( weat_0029 "The weather at 5 P.M., on Sunday May 29.  outlook fog, 104 degrees, winds, variable 30 miles per hour." )
( weat_0030 "The weather at 6 A.M., on Monday June 30.  outlook flurries, 107 degrees, winds, calm." )
( weat_0031 "The weather at 7 A.M., on Tuesday July 31.  outlook heavy rain, 110 degrees, winds, North 32 miles per hour." )
( weat_0032 "The weather at 8 P.M., on Wednesday August 1.  outlook heavy snow, 23 degrees, winds, , West 33 miles per hour with gusts to 42 miles per hour." )
( weat_0033 "The weather at 9 A.M., on Thursday September 2.  outlook light rain, 26 degrees, winds, South 34 miles per hour." )
( weat_0034 "The weather at 10 P.M., on Friday October 3.  outlook light snow, 29 degrees, winds, , East 35 miles per hour with gusts to 46 miles per hour." )
( weat_0035 "The weather at 11 A.M., on Saturday November 4.  outlook mostly sunny, 32 degrees, winds, North East 36 miles per hour." )
( weat_0036 "The weather at 12 A.M., on Sunday December 5.  outlook mostly cloudy, 35 degrees, winds, , North West 37 miles per hour with gusts to 50 miles per hour." )
( weat_0037 "The weather at 1 P.M., on Monday January 6.  outlook partly cloudy, 38 degrees, winds, South East 38 miles per hour." )
( weat_0038 "The weather at 2 A.M., on Tuesday February 7.  outlook partly sunny, 41 degrees, winds, , South West 39 miles per hour with gusts to 54 miles per hour." )
( weat_0039 "The weather at 3 P.M., on Wednesday March 8.  outlook rain, 44 degrees, winds, variable 40 miles per hour." )
( weat_0040 "The weather at 4 A.M., on Thursday April 9.  outlook snow, 47 degrees, winds, calm." )
( weat_0041 "The weather at 5 P.M., on Friday May 10.  outlook not available, 50 degrees, winds, North 2 miles per hour." )
( weat_0042 "The weather at 6 P.M., on Saturday June 11.  outlook sunny, 53 degrees, winds, , West 3 miles per hour with gusts to 22 miles per hour." )
( weat_0043 "The weather at 7 A.M., on Sunday July 12.  outlook thunderstorms, 56 degrees, winds, South 4 miles per hour." )
( weat_0044 "The weather at 8 P.M., on Monday August 13.  outlook unknown, 59 degrees, winds, , East 5 miles per hour with gusts to 26 miles per hour." )
( weat_0045 "The weather at 9 A.M., on Tuesday September 14.  outlook cloudy, 62 degrees, winds, North East 6 miles per hour." )
( weat_0046 "The weather at 10 A.M., on Wednesday October 15.  outlook clear, 65 degrees, winds, , North West 7 miles per hour with gusts to 30 miles per hour." )
( weat_0047 "The weather at 11 P.M., on Thursday November 16.  outlook drizzle, 68 degrees, winds, South East 8 miles per hour." )
( weat_0048 "The weather at 12 A.M., on Friday December 17.  outlook drizzle and fog, 71 degrees, winds, , South West 9 miles per hour with gusts to 34 miles per hour." )
( weat_0049 "The weather at 1 P.M., on Saturday January 18.  outlook freezing drizzle, 74 degrees, winds, variable 10 miles per hour." )
( weat_0050 "The weather at 2 A.M., on Sunday February 19.  outlook fair, 77 degrees, winds, calm." )
( weat_0051 "The weather at 3 A.M., on Monday March 20.  outlook fog, 80 degrees, winds, North 12 miles per hour." )
( weat_0052 "The weather at 4 P.M., on Tuesday April 21.  outlook flurries, 83 degrees, winds, , West 13 miles per hour with gusts to 18 miles per hour." )
( weat_0053 "The weather at 5 A.M., on Wednesday May 22.  outlook heavy rain, 86 degrees, winds, South 14 miles per hour." )
( weat_0054 "The weather at 6 P.M., on Thursday June 23.  outlook heavy snow, 89 degrees, winds, , East 15 miles per hour with gusts to 22 miles per hour." )
( weat_0055 "The weather at 7 A.M., on Friday July 24.  outlook light rain, 92 degrees, winds, North East 16 miles per hour." )
( weat_0056 "The weather at 8 A.M., on Saturday August 25.  outlook light snow, 95 degrees, winds, , North West 17 miles per hour with gusts to 26 miles per hour." )
( weat_0057 "The weather at 9 P.M., on Sunday September 26.  outlook mostly sunny, 98 degrees, winds, South West 18 miles per hour." )
( weat_0058 "The weather at 10 A.M., on Monday October 27.  outlook mostly cloudy, 101 degrees, winds, , South West 19 miles per hour with gusts to 30 miles per hour." )
( weat_0059 "The weather at 11 P.M., on Tuesday November 28.  outlook partly cloudy, 104 degrees, winds, variable 20 miles per hour." )
( weat_0060 "The weather at 12 A.M., on Wednesday December 29.  outlook partly sunny, 107 degrees, winds, calm." )
( weat_0061 "The weather at 1 A.M., on Thursday January 30.  outlook rain, 110 degrees, winds, North 22 miles per hour." )
( weat_0062 "The weather at 2 P.M., on Friday February 31.  outlook snow, 23 degrees, winds, , West 23 miles per hour with gusts to 38 miles per hour." )
( weat_0063 "The weather at 3 A.M., on Saturday March 1.  outlook not available, 26 degrees, winds, South 24 miles per hour." )
( weat_0064 "The weather at 4 P.M., on Sunday April 2.  outlook sunny, 29 degrees, winds, , East 25 miles per hour with gusts to 42 miles per hour." )
( weat_0065 "The weather at 5 A.M., on Monday May 3.  outlook thunderstorms, 32 degrees, winds, North East 26 miles per hour." )
( weat_0066 "The weather at 6 A.M., on Tuesday June 4.  outlook unknown, 35 degrees, winds, , North West 27 miles per hour with gusts to 46 miles per hour." )
( weat_0067 "The weather at 7 P.M., on Wednesday July 5.  outlook cloudy, 38 degrees, winds, South East 28 miles per hour." )
( weat_0068 "The weather at 8 A.M., on Thursday August 6.  outlook clear, 41 degrees, winds, , South West 29 miles per hour with gusts to 50 miles per hour." )
( weat_0069 "The weather at 9 P.M., on Friday September 7.  outlook drizzle, 44 degrees, winds, variable 30 miles per hour." )
( weat_0070 "The weather at 10 A.M., on Saturday October 8.  outlook drizzle and fog, 47 degrees, winds, calm." )
( weat_0071 "The weather at 11 A.M., on Sunday November 9.  outlook freezing drizzle, 50 degrees, winds, North 32 miles per hour." )
( weat_0072 "The weather at 12 P.M., on Monday December 10.  outlook fair, 53 degrees, winds, , West 33 miles per hour with gusts to 58 miles per hour." )
( weat_0073 "The weather at 1 A.M., on Tuesday January 11.  outlook fog, 56 degrees, winds, South 34 miles per hour." )
( weat_0074 "The weather at 2 P.M., on Wednesday February 12.  outlook flurries, 59 degrees, winds, , East 35 miles per hour with gusts to 38 miles per hour." )
( weat_0075 "The weather at 3 A.M., on Thursday March 13.  outlook heavy rain, 62 degrees, winds, North East 36 miles per hour." )
( weat_0076 "The weather at 4 A.M., on Friday April 14.  outlook heavy snow, 65 degrees, winds, , North West 37 miles per hour with gusts to 42 miles per hour." )
( weat_0077 "The weather at 5 P.M., on Saturday May 15.  outlook light rain, 68 degrees, winds, South East 38 miles per hour." )
( weat_0078 "The weather at 6 A.M., on Sunday June 16.  outlook light snow, 71 degrees, winds, , South West 39 miles per hour with gusts to 46 miles per hour." )
( weat_0079 "The weather at 7 P.M., on Monday July 17.  outlook mostly sunny, 74 degrees, winds, variable 40 miles per hour." )
( weat_0080 "The weather at 8 A.M., on Tuesday August 18.  outlook mostly cloudy, 77 degrees, winds, calm." )
( weat_0081 "The weather at 9 A.M., on Wednesday September 19.  outlook partly cloudy, 80 degrees, winds, North 2 miles per hour." )
( weat_0082 "The weather at 10 P.M., on Thursday October 20.  outlook partly sunny, 83 degrees, winds, , West 3 miles per hour with gusts to 14 miles per hour." )
( weat_0083 "The weather at 11 A.M., on Friday November 21.  outlook rain, 86 degrees, winds, South 4 miles per hour." )
( weat_0084 "The weather at 12 P.M., on Saturday December 22.  outlook snow, 89 degrees, winds, , East 5 miles per hour with gusts to 18 miles per hour." )
( weat_0085 "The weather at 1 A.M., on Sunday January 23.  outlook not available, 92 degrees, winds, North East 6 miles per hour." )
( weat_0086 "The weather at 2 A.M., on Monday February 24.  outlook sunny, 95 degrees, winds, , North West 7 miles per hour with gusts to 22 miles per hour." )
( weat_0087 "The weather at 3 P.M., on Tuesday March 25.  outlook thunderstorms, 98 degrees, winds, South East 8 miles per hour." )
( weat_0088 "The weather at 4 A.M., on Wednesday April 26.  outlook unknown, 101 degrees, winds, , South West 9 miles per hour with gusts to 26 miles per hour." )
( weat_0089 "The weather at 5 P.M., on Thursday May 27.  outlook cloudy, 104 degrees, winds, variable 10 miles per hour." )
( weat_0090 "The weather at 6 A.M., on Friday June 28.  outlook clear, 107 degrees, winds, calm." )
( weat_0091 "The weather at 7 A.M., on Saturday July 29.  outlook drizzle, 110 degrees, winds, North 12 miles per hour." )
( weat_0092 "The weather at 8 P.M., on Sunday August 30.  outlook drizzle and fog, 23 degrees, winds, , West 13 miles per hour with gusts to 34 miles per hour." )
( weat_0093 "The weather at 9 A.M., on Monday September 31.  outlook freezing drizzle, 26 degrees, winds, South 14 miles per hour." )
( weat_0094 "The weather at 10 P.M., on Tuesday October 1.  outlook fair, 29 degrees, winds, , East 15 miles per hour with gusts to 38 miles per hour." )
( weat_0095 "The weather at 11 A.M., on Wednesday November 2.  outlook fog, 32 degrees, winds, North East 16 miles per hour." )
( weat_0096 "The weather at 12 A.M., on Thursday December 3.  outlook flurries, 35 degrees, winds, , North West 17 miles per hour with gusts to 42 miles per hour." )
( weat_0097 "The weather at 1 P.M., on Friday January 4.  outlook heavy rain, 38 degrees, winds, South East 18 miles per hour." )
( weat_0098 "The weather at 2 A.M., on Saturday February 5.  outlook heavy snow, 41 degrees, winds, , South West 19 miles per hour with gusts to 22 miles per hour." )
( weat_0099 "The weather at 3 P.M., on Sunday March 6.  outlook light rain, 44 degrees, winds, variable 20 miles per hour." )
( weat_0100 "The weather is presently unavailable for that city.")
