( kdt_135 "Technical writers can abbreviate in bibliographies.")
( kdt_136 "Scientific progress comes from the development of new techniques.")
( kdt_137 "Tradition requires parental approval for underage marriage.")
( kdt_138 "The clumsy customer spilled some expensive perfume.")
( kdt_139 "The bungalow was pleasantly situated near the shore.")
( kdt_140 "Agricultural products are unevenly distributed.")
( kdt_141 "Pledge to participate in Nevada's aquatic competition.")
( kdt_142 "Which long article was opaque and needed clarification.")
( kdt_143 "The sound of Jennifer's bugle scared the antelope.")
( kdt_144 "The willowy woman wore a muskrat coat.")
( kdt_145 "Too much curiosity can get you into trouble.")
( kdt_146 "Cyclical programs will never compile.")
( kdt_147 "Correct execution of my instructions is crucial.")
( kdt_148 "Most had a third of the votes counted.")
( kdt_149 "While waiting for Chipper she crisscrossed the square many times.")
( kdt_150 "Vietnamese cuisine is exquisite.")
( kdt_151 "The previous speaker presented ambiguous results.")
( kdt_152 "Mosquitos exist in warm humid climates.")
( kdt_153 "Scholastic aptitude is judged by standardized tests.")
( kdt_154 "Orange juice tastes funny after toothpaste.")
( kdt_155 "The water contained too much chlorine and stung his eyes.")
( kdt_156 "Our experiments positive outcome was unexpected.")
( kdt_157 "Remove the splinter with a pair of tweezers.")
( kdt_158 "The drunkard is a social outcast.")
( kdt_159 "The government sought authorization of his citizenship.")
( kdt_160 "As coauthors we presented our new book to the haughty audience.")
( kdt_161 "As a precaution the outlaws bought gunpowd powder for their stronghold.")
( kdt_162 "Her auburn hair reminded him of autumn leaves.")
( kdt_163 "They remained lifelong friends and companions.")
( kdt_164 "Curiosity and mediocrity seldom exist.")
( kdt_165 "The easygoing zoologist relaxed through the voyage.")
( kdt_166 "Biologists use radioactive isotopes to study microorganisms.")
( kdt_167 "Employee layoffs coincided with the company's reorganization.")
( kdt_168 "Who took the kayak down the bayou.")
( kdt_169 "How would you evaluate this algebraic expression.")
( kdt_170 "The mayan neoclassic scholar disappeared while surveying ancient ruins.")
( kdt_171 "The diagnosis was discouraging however he was not overly worried.")
( kdt_172 "The triumphant warrior exhibited naive heroism.")
( kdt_173 "Whoever cooperates in finding nan's cameo will be rewarded.")
( kdt_174 "The haunted house was a hit due to outstanding audiovisual effects.")
( kdt_175 "Severe myopia contributed to ron's inferiority complex.")
( kdt_176 "Buying a thoroughbred horse requires intuition and expertise.")
( kdt_177 "Does creole cooking use curry.")
( kdt_178 "She encouraged her children to make their own halloween costumes.")
( kdt_179 "He could barely see the fjords through the snow flurries.")
( kdt_180 "Almost all colleges are now coeducational.")
( kdt_181 "Rich looked for spotted hyenas and jaguars on the safari.")
( kdt_182 "Thick glue oozed out of the tube.")
( kdt_183 "Why else would danny allow others to go.")
( kdt_184 "The cat's meow always hurts my ears.")
( kdt_185 "Did you buy any corduroy overalls.")
( kdt_186 "Would a tomboy often play outdoors.")
( kdt_187 "They often go out in the evening.")
( kdt_188 "Who authorized the unlimited expense account.")
( kdt_189 "Destroy every file related to my audits.")
( kdt_190 "Serve the coleslaw after I add the oil.")
( kdt_191 "Withdraw all phoney accusations at once.")
( kdt_192 "Straw hats are out of fashion this year.")
( kdt_193 "Why buy oil when you can always use mine.")
( kdt_194 "They enjoy it when I audition.")
( kdt_195 "Would you allow acts of violence.")
( kdt_196 "How do oysters make pearls.")
( kdt_197 "Draw each graph on a new axis.")
( kdt_198 "Norwegian sweaters are made of lamb's wool.")
( kdt_199 "Young children should avoid exposure to contagious diseases.")
( kdt_200 "Ralph the stopwatch from the bleachers.")
( kdt_201 "Approach your interview with statuesque composure.")
( kdt_202 "How much allowance do you get.")
( kdt_203 "The causeway ended abruptly at the shore.")
( kdt_204 "Even I occasionally get the monday blues.")
( kdt_205 "Military personnel are expected to obey government orders.")
( kdt_206 "When peeling an orange it's hard not to spray juice.")
( kdt_207 "Do you hear the sleigh bells ringing.")
( kdt_208 "Rob sat by the pond and sketch the stray geese.")
( kdt_209 "Michael colored the bedroom wall with crayons.")
( kdt_210 "Jeff's toy gocart never worked.")
( kdt_211 "Only the best players enjoy popularity.")
( kdt_212 "I gave them several choices and let them set the priorities.")
( kdt_213 "The news agency hired a great journalist.")
( kdt_214 "The morning dew on the spider web glistened in the sun.")
( kdt_215 "The sermon emphasized the need for affirmative action.")
( kdt_216 "The small boy put the worm on the hook.")
( kdt_217 "How permanent are their records.")
( kdt_218 "Try to recall the events in chronological order.")
( kdt_219 "Nonprofit organizations have frequent fund raisers.")
( kdt_220 "The most recent geological survey found seismic activity.")
( kdt_221 "Cory attacked the project with extra determination.")
( kdt_222 "You always come up with pathological examples.")
( kdt_223 "Put the butcher block table in the garage.")
( kdt_224 "How good is your endurance.")
( kdt_225 "Keep the thermometer under your tongue.")
( kdt_226 "Staff could barely handle the psychological trauma.")
( kdt_227 "It's healthier to cook without sugar.")
( kdt_228 "The viewpoint overlooked the ocean.")
( kdt_229 "Are you looking for employment.")
( kdt_230 "Allow leeway here but rationalize all errors.")
( kdt_231 "I honor my mom.")
( kdt_232 "His failure to open the store by eight cost him his job.")
( kdt_233 "Highway and freeway mean the same thing.")
( kdt_234 "The paper boy bought two apples and three ices.")
( kdt_235 "I itemize all accounts in my agency.")
( kdt_236 "Clear pronunciation is appreciated.")
( kdt_237 "The courier was a dwarf.")
( kdt_238 "A doctor was in the ambulance with the patient.")
( kdt_239 "Puree some fruit before preparing the skewers.")
( kdt_240 "It's not easy to create illuminating examples.")
( kdt_241 "The hallway opens into a huge chamber.")
( kdt_242 "May I order a strawberry sunday after I eat dinner.")
( kdt_243 "They all agree that the essay is barely intelligible.")
( kdt_244 "Herb's birthday occurs frequently on thanksgiving.")
( kdt_245 "Does hindu ideology honor cows.")
( kdt_246 "How ancient is the subway escalator.")
( kdt_247 "The cigarettes and the clay ashtray overflowed onto the oak table.")
( kdt_248 "Reading in poor light gives you eyestrain.")
( kdt_249 "I ate every oyster on Nora's plate.")
( kdt_250 "The Boston ballet overcame their funding shortage.")
( kdt_251 "We apply auditory modeling to computer speech recognition.")
( kdt_252 "The gorgeous butterfly ate a lot of nectar.")
( kdt_253 "By eating yogurt you may live longer.")
( kdt_254 "Do they allow atheists in church.")
( kdt_255 "My ideal morning begins with hot coffee.")
( kdt_256 "The irate actor stomped away idiotically.")
( kdt_257 "We're open every monday evening.")
( kdt_258 "The essay undeniably reflects our view ably.")
( kdt_259 "Tornados often destroy acres of farmland.")
( kdt_260 "Remember to allow identical twins to enter freely.")
( kdt_261 "Do you have the yellow ointment ready.")
( kdt_262 "Can the agency overthrow alien forces.")
( kdt_263 "How oily do you like your salad dressing.")
( kdt_264 "We saw eight tiny icicles below our roof.")
( kdt_265 "The saw is broken so chop the wood instead.")
( kdt_266 "Withdraw only as much money as you need.")
( kdt_267 "Draw every outer line first then fill in the interior.")
( kdt_268 "The jaw operates using antagonistic muscles.")
( kdt_269 "Do atypical farmers grow oats.")
( kdt_270 "Are holiday aprons available to us.")
( kdt_271 "Be careful not to plough over the flower beds.")
( kdt_272 "Allow each child to have an ice pop.")
( kdt_273 "The angry boy answered but didn't look up.")
( kdt_274 "Cliff was soothed by the luxurious massage.")
( kdt_275 "Steve wore a bright red cashmere sweater.")
( kdt_276 "John's brother repainted the garage door.")
( kdt_277 "The rose corsage smelled sweet.")
( kdt_278 "To further his prestige he occasionally reads the Wall Street Journal.")
( kdt_279 "Alice's ability to work without supervision is noteworthy.")
( kdt_280 "The oasis was a mirage.")
( kdt_281 "Cory and Trish played tag with the beach balls for hours.")
( kdt_282 "The tooth fairy forgot to come when Roger's tooth fell out.")
( kdt_283 "Planned parenthood organizations promote birth control.")
( kdt_284 "Jeff thought you argued in favor of a centrifuge purchase.")
( kdt_285 "Rich purchased several signed lithographs.")
( kdt_286 "In every major cloverleaf traffic sometimes gets backed up.")
( kdt_287 "In the long run it pays to buy quality clothing.")
( kdt_288 "Brush fires are common in the dry underbrush of Nevada.")
( kdt_289 "Weatherproof galoshes are very useful in Seattle.")
( kdt_290 "This brochure is particularly informative for a prospective buyer.")
( kdt_291 "The avalanche triggered a minor earthquake.")
( kdt_292 "These exclusive documents must be locked up at all times.")
( kdt_293 "Please take this dirty table cloth to the cleaners for me.")
( kdt_294 "Should giraffes be kept in small zoos.")
( kdt_295 "If Carol comes tomorrow have her arrange for a meeting at two.")
( kdt_296 "The two artists exchanged autographs.")
( kdt_297 "Rock-and-roll music has a great rhythm.")
( kdt_298 "I'd rather not buy these shoes than be overcharged.")
( kdt_299 "Shaving cream is a popular item on Halloween.")
( kdt_300 "Amoebas change shape constantly.")
( kdt_301 "We like blue cheese but Victor prefers swiss cheese.")
( kdt_302 "Tofu is made from processed soybeans.")
( kdt_303 "The bluejay flew over the high building.")
( kdt_304 "Cheap stockings run the first time they're worn.")
( kdt_305 "Cottage cheese with chives is delicious.")
( kdt_306 "A chosen few will become generals.")
( kdt_307 "The meeting is now adjourned.")
( kdt_308 "Shipbuilding is a most fascinating process.")
( kdt_309 "The proof that you are seeking is not available in books.")
( kdt_310 "The hood of the jeep was steaming in the hot sun.")
( kdt_311 "My desires are simple give me one informative paragraph on the subject.")
( kdt_312 "Those answers will be straightforward if you think them through carefully first.")
( kdt_313 "Drop five forms in the box before you go out.")
( kdt_314 "If people were more generous there would be no need for welfare.")
( kdt_315 "Bob found more clams at the ocean's edge.")
( kdt_316 "That dog chases cats mercilessly.")
( kdt_317 "The cranberry bog gets very pretty in autumn.")
( kdt_318 "Please dig my potatoes up before frost.")
( kdt_319 "A big goat idly ambled through the farmyard.")
( kdt_320 "The nearest synagogue may not be within walking distance.")
( kdt_321 "The groundhog clearly saw his shadow but stayed out only a moment.")
( kdt_322 "A leather handbag would be a suitable gift.")
( kdt_323 "The fog prevented them from arriving on time.")
( kdt_324 "The local drugstore was charged with illegally dispensing tranquilizers.")
( kdt_325 "The full moon shone brightly that night.")
( kdt_326 "Steve collects rare and novel coins.")
( kdt_327 "Al received a joint appointment in the biology and the engineering departments.")
( kdt_328 "Gregory and Tom chose to watch cartoons in the afternoon.")
( kdt_329 "Chip postponed alimony payments until the last possible date.")
( kdt_330 "Count the number of teaspoons of soysauce that you add.")
( kdt_331 "The big dog loved to chew on the old rag doll.")
( kdt_332 "Todd placed top priority on getting his bike fixed.")
( kdt_333 "An adult male baboon's teeth are not suitable for eating shellfish.")
( kdt_334 "Often you'll get back more than you put in.")
( kdt_335 "Gus saw pine trees and redwoods on his walk through Sequoia national forest.")
( kdt_336 "Rob made Hungarian goulash for dinner and gooseberry pie for dessert.")
( kdt_337 "Bob bandaged both wounds with the skill of a doctor.")
( kdt_338 "The dark murky lagoon wound around for miles.")
( kdt_339 "Did Shawn catch that big goose without help.")
( kdt_340 "Ducks have webbed feet and colorful feathers.")
( kdt_341 "The high security prison was surrounded by barbed wire.")
( kdt_342 "Take charge of choosing her bride's maid's gowns.")
( kdt_343 "The frightened child was gently subdued by his big brother.")
( kdt_344 "I know I didn't meet her early enough.")
( kdt_345 "Trish saw hours and hours of movies Saturday.")
( kdt_346 "The barracuda recoiled from the serpent's poisonous fangs.")
( kdt_347 "The patient and the surgeon are both recuperating from the lengthy operation.")
( kdt_348 "I'll have a scoop of that exotic purple and turquoise sherbet.")
( kdt_349 "The preschooler couldn't verbalize her feelings about the emergency conditions.")
( kdt_350 "Many wealthy tycoons splurged and bought both a yacht and a schooner.")
( kdt_351 "The new suburbanites worked hard on refurbishing their older home.")
( kdt_352 "According to my interpretation of the problem two lines must be perpendicular.")
( kdt_353 "A connoisseur will enjoy this shellfish dish.")
( kdt_354 "A lawyer was appointed to execute her will.")
( kdt_355 "Dolphins are intelligent marine mammals.")
( kdt_356 "Diane may splurge and buy a turquoise necklace.")
( kdt_357 "The moisture in my eyes is from eyedrops not from tears.")
( kdt_358 "George seldom watches daytime movies.")
( kdt_359 "The system may break down soon so save your files frequently.")
( kdt_360 "I assume moisture will damage this ship's hull.")
( kdt_361 "The speech symposium might begin monday.")
( kdt_362 "The annoying raccoons slipped into Phil's garden every night.")
( kdt_363 "The cow wandered from the farmland and became lost.")
( kdt_364 "Each untimely income loss coincided with the breakdown of a heating system part.")
( kdt_365 "The gunman kept his victim cornered at gunpoint for three hours.")
( kdt_366 "Will you please confirm government policy regarding waste removal.")
( kdt_367 "The surplus shoes were sold at a discount price.")
( kdt_368 "Lori's costume needed black gloves to be completely elegant.")
( kdt_369 "Bob papered over the living room murals.")
( kdt_370 "That noise problem grows more annoying each day.")
( kdt_371 "Right now may not be the best time for business mergers.")
( kdt_372 "That diagram makes sense only after much study.")
( kdt_373 "A boring novel is a superb sleeping pill.")
( kdt_374 "John cleans shellfish for a living.")
( kdt_375 "Growing well kept gardens is very time consuming.")
( kdt_376 "Women may never become cletely equal to men.")
( kdt_377 "She always jokes about too much garlic in his food.")
( kdt_378 "I just saw jim near the new archeological museum.")
( kdt_379 "Pam gives driving lessons on thursdays.")
( kdt_380 "Why charge money for such garbage.")
( kdt_381 "We welcome many new students each year.")
( kdt_382 "George is paranoid about a future gas shortage.")
( kdt_383 "The carpet cleaners shampooed our oriental rug.")
( kdt_384 "Please shorten this skirt for Joyce.")
( kdt_385 "His shoulder felt as if it were broken.")
( kdt_386 "Which church do the smiths worship in.")
( kdt_387 "The giant redwoods shimmer in the glistening sun.")
( kdt_388 "Her right hand aches whenever the barometric pressure changes.")
( kdt_389 "They own a big house in the remote countryside.")
( kdt_390 "He picked up nine pairs of socks for each brother.")
( kdt_391 "They all like long hot showers.")
( kdt_392 "A young mouse scampered across the field and disappeared.")
( kdt_393 "She uses both names interchangeably.")
( kdt_394 "Calcium makes bones and teeth strong.")
( kdt_395 "I took her word for it but is she really going with you.")
( kdt_396 "The fish began to leap frantically on the surface of the small lake.")
( kdt_397 "Tim takes sheila to see movies twice a week.")
( kdt_398 "Children can consume many fruit candies in one sitting.")
( kdt_399 "They assume no burglar will ever enter here.")
( kdt_400 "Just drop notices in any suggestion box.")
( kdt_401 "The taxi cab broke down and caused a traffic jam.")
( kdt_402 "They'll serve rhubarb pie after rachael's talk.")
( kdt_403 "Her wardrobe consists of only skirts and blouses.")
( kdt_404 "Bar burned paper and leaves in a big bonfire.")
( kdt_405 "(Retake) of course you can have anothers tuna fish sandwich.")
( kdt_406 "There was a gigantic wasp next to Irving's big top hat.")
( kdt_407 "Laugh dance and sing if fortune smiles upon you.")
( kdt_408 "I'd ride the subway but I haven't enough change.")
( kdt_409 "Eating spinach nightly increases strength miraculously.")
( kdt_410 "Greg buys fresh milk each weekday morning.")
( kdt_412 "butterscotch fudge goes well with vanilla.")
( kdt_413 "Daphne's Swedish needlepoint scarf matched her skirt.")
( kdt_414 "Irish youngsters eat fresh kippers for breakfast.")
( kdt_415 "Move the garbage nearer to the large window.")
( kdt_416 "A huge power outage rarely occurs.")
( kdt_417 "Valley lodge yearly celebrates the first calf born.")
( kdt_418 "Iris thinks this zoo has eleven spanish zebras.")
( kdt_419 "The football team coach has a watch thin as a dime.")
( kdt_420 "Seamstresses attach zippers with a thimble needle and thread.")
( kdt_421 "Those who teach values first abolish cheating.")
( kdt_422 "Once you finish greasing your chain be sure to wash thoroughly.")
( kdt_423 "Smash lightbulbs and their cash value will diminish to nothing.")
( kdt_424 "Top zinnias rarely have crooked stems.")
( kdt_425 "Movies never have enough villains.")
( kdt_426 "Every cab needs repainting often.")
( kdt_427 "Every cab needs repainting often.")
( kdt_428 "A crab challenged me but a quick stab vanquished him.")
( kdt_429 "A toothpaste tube should be squeezed from the bottom.")
( kdt_430 "Those who are not purists use canned vegetables when making stew.")
( kdt_431 "The fifth jar contains big juicy peaches.")
( kdt_432 "Coffee is grown on steep jungle-like slopes in temperate zones.")
( kdt_433 "The overweight charmer could slip poison into anyone's tea.")
( kdt_434 "Each stag surely finds a big fawn.")
( kdt_435 "The rich should invest in black zircons instead of stylish shoes.")
( kdt_436 "Please sing just the club theme.")
( kdt_437 "They used an agressive policeman to flag thoughtless motorists.")
( kdt_438 "Shell shock caused by shrapnel is sometimes cured through group therapy.")
( kdt_439 "That stinging vapor was caused by chloride vaporization.")
( kdt_440 "The advertising verse of Plymouth variety store never changes.")
( kdt_441 "Don't look for group valuables in a bank vault.")
( kdt_442 "Suburban housewives often suffer from the gab habit.")
( kdt_443 "A lone star shone in the early evening sky.")
( kdt_444 "The toddler found a clamshell near the camp site.")
( kdt_445 "What is this large thing by the ironing board.")
( kdt_446 "Thomas thinks a larger clamp solves the problem.")
( kdt_447 "First add milk to the shredded cheese.")
( kdt_448 "Spherical gifts are difficult to wrap.")
( kdt_449 "Ralph prepared red snapper with fresh lemon sauce for dinner.")
( kdt_450 "Roy ignored the spurious data points in drawing the graph.")
( kdt_451 "The thick elm forest was nearly overwhelmed by Dutch elm disease.")
